fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
3763,6.70,0.390,0.24,2.70,0.017,22.0,80.0,0.990840,3.03,0.37,11.500000,5
3764,5.40,0.460,0.15,2.10,0.026,29.0,130.0,0.989530,3.39,0.77,13.400000,8
3765,6.90,0.400,0.17,12.90,0.033,59.0,186.0,0.997540,3.08,0.49,9.400000,5
3766,6.90,0.400,0.17,12.90,0.033,59.0,186.0,0.997540,3.08,0.49,9.400000,5
3767,6.90,0.400,0.17,12.90,0.033,59.0,186.0,0.997540,3.08,0.49,9.400000,5
3768,6.30,0.240,0.29,13.70,0.035,53.0,134.0,0.995670,3.17,0.38,10.600000,6
3769,6.90,0.400,0.17,12.90,0.033,59.0,186.0,0.997540,3.08,0.49,9.400000,5
3770,7.40,0.270,0.31,2.40,0.014,15.0,143.0,0.990940,3.03,0.65,12.000000,4
3771,6.10,0.270,0.28,9.80,0.042,61.0,125.0,0.995320,3.14,0.42,10.200000,6
3772,6.30,0.240,0.29,13.70,0.035,53.0,134.0,0.995670,3.17,0.38,10.600000,6
3773,5.00,0.610,0.12,1.30,0.009,65.0,100.0,0.987400,3.26,0.37,13.500000,5
3774,6.70,0.420,0.39,12.10,0.040,61.0,248.0,0.997940,3.31,0.58,9.700000,5
3775,6.50,0.330,0.28,6.10,0.018,41.0,103.0,0.991220,3.24,0.32,12.200000,6
3776,6.90,0.330,0.31,7.70,0.040,29.0,135.0,0.992260,3.11,0.57,12.300000,5
3777,6.50,0.330,0.28,6.10,0.018,41.0,103.0,0.991220,3.24,0.32,12.200000,6
3778,6.30,0.150,0.30,1.40,0.022,38.0,100.0,0.990990,3.42,0.57,11.400000,7
3779,6.50,0.320,0.45,7.70,0.022,31.0,97.0,0.991340,3.20,0.70,12.700000,7
3780,6.70,0.420,0.39,12.10,0.040,61.0,248.0,0.997940,3.31,0.58,9.700000,5
3781,7.40,0.250,0.29,6.80,0.020,31.0,113.0,0.993380,3.13,0.29,10.800000,6
3782,7.60,0.270,0.30,9.20,0.018,23.0,96.0,0.993800,3.08,0.29,11.000000,6
3783,6.40,0.270,0.45,8.30,0.050,52.0,196.0,0.995500,3.18,0.48,9.500000,5
3784,6.50,0.250,0.27,17.40,0.064,29.0,140.0,0.997760,3.20,0.49,10.100000,6
3785,5.60,0.190,0.31,2.70,0.027,11.0,100.0,0.989640,3.46,0.40,13.200000,7
3786,7.40,0.290,0.48,12.80,0.037,61.5,182.0,0.998080,3.02,0.34,8.800000,5
3787,6.40,0.340,0.44,8.20,0.043,54.0,201.0,0.995510,3.18,0.48,9.500000,5
3788,6.60,0.270,0.52,8.10,0.044,53.0,202.0,0.995480,3.18,0.48,9.500000,5
3789,6.60,0.260,0.52,8.20,0.047,52.0,191.0,0.995410,3.16,0.47,9.500000,6
3790,6.40,0.270,0.45,8.30,0.050,52.0,196.0,0.995500,3.18,0.48,9.500000,5
3791,6.50,0.260,0.50,8.00,0.051,46.0,197.0,0.995360,3.18,0.47,9.500000,5
3792,6.80,0.250,0.30,11.80,0.043,53.0,133.0,0.995240,3.03,0.58,10.400000,6
3793,6.30,0.320,0.26,12.00,0.049,63.0,170.0,0.996100,3.14,0.55,9.900000,6
3794,5.50,0.240,0.45,1.70,0.046,22.0,113.0,0.992240,3.22,0.48,10.000000,5
3795,6.50,0.250,0.27,17.40,0.064,29.0,140.0,0.997760,3.20,0.49,10.100000,6
3796,6.60,0.130,0.29,13.90,0.056,33.0,95.0,0.997020,3.17,0.39,9.400000,6
3797,7.00,0.390,0.21,10.70,0.098,13.0,91.0,0.996570,3.03,0.47,9.300000,5
3798,7.90,0.210,0.39,2.00,0.057,21.0,138.0,0.991760,3.05,0.52,10.900000,5
3799,7.00,0.300,0.28,2.20,0.042,21.0,177.0,0.991660,3.20,0.57,11.400000,5
3800,8.10,0.200,0.30,1.30,0.036,7.0,49.0,0.992420,2.99,0.73,10.300000,5
3801,8.30,0.180,0.30,1.10,0.033,20.0,57.0,0.991090,3.02,0.51,11.000000,6
3802,7.90,0.210,0.39,2.00,0.057,21.0,138.0,0.991760,3.05,0.52,10.900000,5
3803,7.20,0.170,0.34,6.40,0.042,16.0,111.0,0.992780,2.99,0.40,10.800000,6
3804,8.10,0.200,0.30,1.30,0.036,7.0,49.0,0.992420,2.99,0.73,10.300000,5
3805,8.30,0.180,0.30,1.10,0.033,20.0,57.0,0.991090,3.02,0.51,11.000000,6
3806,7.00,0.390,0.21,10.70,0.098,13.0,91.0,0.996570,3.03,0.47,9.300000,5
3807,6.80,0.210,0.62,6.40,0.041,7.0,113.0,0.993580,2.96,0.59,10.200000,5
3808,6.90,0.210,0.62,6.30,0.042,7.0,109.0,0.993580,2.96,0.59,10.200000,6
3809,7.20,0.170,0.34,6.40,0.042,16.0,111.0,0.992780,2.99,0.40,10.800000,6
3810,6.80,0.260,0.34,15.10,0.060,42.0,162.0,0.997050,3.24,0.52,10.500000,3
3811,7.20,0.280,0.38,2.00,0.052,23.0,156.0,0.991200,3.13,0.52,11.100000,5
3812,7.90,0.210,0.39,2.00,0.057,21.0,138.0,0.991760,3.05,0.52,10.900000,5
3813,7.00,0.300,0.28,2.20,0.042,21.0,177.0,0.991660,3.20,0.57,11.400000,5
3814,7.40,0.340,0.28,12.10,0.049,31.0,149.0,0.996770,3.22,0.49,10.300000,5
3815,6.30,0.430,0.32,8.80,0.042,18.0,106.0,0.991720,3.28,0.33,12.900000,7
3816,6.80,0.410,0.30,8.80,0.045,28.0,131.0,0.995300,3.12,0.59,9.900000,5
3817,6.30,0.400,0.24,5.10,0.036,43.0,131.0,0.991860,3.24,0.44,11.300000,6
3818,5.10,0.350,0.26,6.80,0.034,36.0,120.0,0.991880,3.38,0.40,11.500000,6
3819,5.10,0.350,0.26,6.80,0.034,36.0,120.0,0.991880,3.38,0.40,11.500000,6
3820,6.30,0.300,0.20,3.70,0.039,34.0,132.0,0.991580,3.00,0.38,10.700000,5
3821,6.90,0.280,0.28,12.20,0.042,52.0,139.0,0.995220,3.03,0.56,10.400000,6
3822,7.00,0.330,0.28,5.70,0.033,39.0,204.0,0.991760,3.17,0.64,12.500000,6
3823,6.70,0.260,0.49,8.10,0.052,48.0,197.0,0.995580,3.19,0.48,9.500000,5
3824,7.30,0.240,0.30,2.50,0.042,31.0,104.0,0.991100,3.05,0.56,11.300000,7
3825,6.70,0.460,0.21,4.00,0.034,12.0,88.0,0.990160,3.26,0.54,13.000000,6
3826,5.10,0.350,0.26,6.80,0.034,36.0,120.0,0.991880,3.38,0.40,11.500000,6
3827,5.10,0.230,0.18,1.00,0.053,13.0,99.0,0.989560,3.22,0.39,11.500000,5
3828,6.30,0.400,0.24,5.10,0.036,43.0,131.0,0.991860,3.24,0.44,11.300000,6
3829,7.10,0.440,0.23,5.80,0.035,24.0,100.0,0.990620,3.15,0.57,13.200000,7
3830,4.80,0.260,0.23,10.60,0.034,23.0,111.0,0.992740,3.46,0.28,11.500000,7
3831,6.80,0.310,0.19,3.50,0.086,30.0,130.0,0.993000,2.83,0.44,9.600000,5
3832,6.80,0.310,0.19,3.50,0.086,30.0,130.0,0.993000,2.83,0.44,9.600000,5
3833,7.00,0.150,0.29,16.40,0.058,45.0,110.0,0.997800,3.15,0.37,9.700000,6
3834,6.50,0.410,0.22,4.80,0.052,49.0,142.0,0.994600,3.14,0.62,9.200000,5
3835,6.20,0.310,0.23,3.30,0.052,34.0,113.0,0.994290,3.16,0.48,8.400000,5
3836,8.00,0.270,0.33,1.20,0.050,41.0,103.0,0.990020,3.00,0.45,12.400000,6
3837,8.00,0.270,0.33,1.20,0.050,41.0,103.0,0.990020,3.00,0.45,12.400000,6
3838,6.50,0.410,0.22,4.80,0.052,49.0,142.0,0.994600,3.14,0.62,9.200000,5
3839,6.20,0.310,0.23,3.30,0.052,34.0,113.0,0.994290,3.16,0.48,8.400000,5
3840,6.70,0.370,0.25,2.50,0.028,24.0,84.0,0.990900,3.14,0.36,11.700000,6
3841,6.60,0.210,0.50,8.70,0.036,41.0,191.0,0.992940,2.96,0.56,11.000000,6
3842,7.50,0.260,0.31,1.60,0.032,36.0,109.0,0.990440,2.97,0.43,11.900000,6
3843,7.50,0.340,0.28,4.00,0.028,46.0,100.0,0.989580,3.20,0.50,13.200000,7
3844,6.70,0.370,0.25,2.50,0.028,24.0,84.0,0.990900,3.14,0.36,11.700000,6
3845,6.40,0.320,0.23,16.20,0.055,36.0,176.0,0.998600,3.26,0.54,9.100000,5
3846,6.70,0.240,0.32,9.00,0.023,20.0,109.0,0.992620,3.34,0.35,12.600000,6
3847,6.40,0.320,0.23,16.20,0.055,36.0,176.0,0.998600,3.26,0.54,9.100000,5
3848,7.10,0.390,0.79,1.40,0.194,23.0,90.0,0.992120,3.17,0.46,10.500000,6
3849,8.20,0.310,0.43,7.00,0.047,18.0,87.0,0.996280,3.23,0.64,10.600000,5
3850,6.70,0.240,0.32,9.00,0.023,20.0,109.0,0.992620,3.34,0.35,12.600000,6
3851,5.90,0.170,0.29,3.10,0.030,32.0,123.0,0.989130,3.41,0.33,13.700000,7
3852,5.90,0.200,0.23,1.50,0.037,38.0,93.0,0.990210,3.36,0.49,12.000000,6
3853,6.60,0.320,0.26,4.60,0.031,26.0,120.0,0.991980,3.40,0.73,12.500000,7
3854,5.90,0.120,0.27,4.80,0.030,40.0,110.0,0.992260,3.55,0.68,12.100000,6
3855,5.90,0.180,0.29,4.60,0.032,68.0,137.0,0.991590,3.21,0.38,11.300000,6
3856,5.90,0.200,0.23,1.50,0.037,38.0,93.0,0.990210,3.36,0.49,12.000000,6
3857,5.40,0.170,0.27,2.70,0.049,28.0,104.0,0.992240,3.46,0.55,10.300000,6
3858,6.10,0.210,0.30,6.30,0.039,47.0,136.0,0.990680,3.27,0.31,12.700000,6
3859,7.30,0.250,0.26,7.20,0.048,52.0,207.0,0.995870,3.12,0.37,9.200000,5
3860,7.30,0.250,0.26,7.20,0.048,52.0,207.0,0.995870,3.12,0.37,9.200000,5
3861,6.20,0.220,0.30,12.40,0.054,108.0,152.0,0.997280,3.10,0.47,9.500000,6
3862,6.50,0.270,0.19,6.60,0.045,98.0,175.0,0.993640,3.16,0.34,10.100000,6
3863,6.50,0.270,0.19,6.60,0.045,98.0,175.0,0.993640,3.16,0.34,10.100000,6
3864,6.60,0.390,0.22,4.00,0.038,17.0,98.0,0.990180,3.25,0.53,13.000000,7
3865,6.00,0.310,0.38,4.80,0.040,41.0,101.0,0.989680,3.24,0.56,13.100000,6
3866,8.40,0.230,0.32,1.30,0.048,59.0,113.0,0.991780,3.10,0.55,11.000000,6
3867,7.30,0.250,0.26,7.20,0.048,52.0,207.0,0.995870,3.12,0.37,9.200000,5
3868,6.00,0.220,0.25,11.10,0.056,112.0,177.0,0.996100,3.08,0.36,9.400000,6
3869,6.20,0.220,0.30,12.40,0.054,108.0,152.0,0.997280,3.10,0.47,9.500000,6
3870,6.10,0.230,0.27,9.80,0.055,74.0,134.0,0.995340,3.16,0.40,10.200000,6
3871,6.50,0.270,0.19,6.60,0.045,98.0,175.0,0.993640,3.16,0.34,10.100000,6
3872,7.30,0.360,0.54,13.30,0.054,63.0,193.0,0.998640,3.06,0.49,8.600000,4
3873,7.60,0.370,0.51,11.70,0.094,58.0,181.0,0.997760,2.91,0.51,9.000000,5
3874,6.70,0.260,0.51,8.00,0.062,50.0,194.0,0.995450,3.13,0.50,9.600000,5
3875,7.40,0.220,0.27,1.60,0.057,45.0,98.0,0.992990,3.29,0.44,9.900000,7
3876,6.10,0.220,0.28,16.55,0.059,54.0,135.0,0.996650,3.20,0.38,10.500000,5
3877,7.10,0.280,0.31,1.50,0.053,20.0,98.0,0.990690,3.15,0.50,11.400000,5
3878,6.50,0.350,0.31,10.20,0.069,58.0,170.0,0.996920,3.18,0.49,9.400000,5
3879,6.80,0.730,0.20,6.60,0.054,25.0,65.0,0.993240,3.12,0.28,11.100000,4
3880,6.00,0.280,0.24,17.80,0.047,42.0,111.0,0.998960,3.10,0.45,8.900000,6
3881,6.00,0.280,0.24,17.80,0.047,42.0,111.0,0.998960,3.10,0.45,8.900000,6
3882,7.10,0.200,0.37,1.50,0.049,28.0,129.0,0.992260,3.15,0.52,10.800000,5
3883,6.80,0.330,0.31,7.40,0.045,34.0,143.0,0.992260,3.06,0.55,12.200000,6
3884,6.00,0.280,0.24,17.80,0.047,42.0,111.0,0.998960,3.10,0.45,8.900000,6
3885,7.20,0.240,0.36,2.00,0.029,21.0,63.0,0.990760,3.13,0.63,12.500000,6
3886,6.80,0.330,0.31,7.40,0.045,34.0,143.0,0.992260,3.06,0.55,12.200000,6
3887,7.20,0.240,0.36,2.00,0.029,21.0,63.0,0.990760,3.13,0.63,12.500000,6
3888,6.00,0.280,0.24,17.80,0.047,42.0,111.0,0.998960,3.10,0.45,8.900000,6
3889,6.20,0.270,0.26,12.10,0.046,43.0,127.0,0.995100,3.16,0.37,10.800000,6
3890,6.40,0.380,0.26,8.20,0.043,28.0,98.0,0.992340,2.99,0.31,11.400000,6
3891,7.10,0.200,0.37,1.50,0.049,28.0,129.0,0.992260,3.15,0.52,10.800000,5
3892,6.00,0.210,0.30,8.70,0.036,47.0,127.0,0.993680,3.18,0.39,10.600000,5
3893,7.00,0.340,0.10,3.50,0.044,17.0,63.0,0.993700,3.01,0.39,9.200000,5
3894,5.90,0.435,0.16,6.40,0.031,21.0,134.0,0.991510,3.24,0.46,12.200000,6
3895,7.00,0.250,0.33,2.10,0.021,17.0,76.0,0.990210,3.26,0.45,12.300000,6
3896,6.70,0.260,0.29,7.70,0.038,40.0,179.0,0.994790,3.23,0.56,10.400000,6
3897,7.00,0.240,0.30,12.30,0.035,72.0,172.0,0.995400,2.99,0.57,10.400000,6
3898,8.50,0.230,0.34,1.30,0.035,54.0,110.0,0.991760,3.07,0.55,11.000000,7
3899,6.00,0.210,0.30,8.70,0.036,47.0,127.0,0.993680,3.18,0.39,10.600000,5
3900,7.00,0.340,0.10,3.50,0.044,17.0,63.0,0.993700,3.01,0.39,9.200000,5
3901,4.80,0.650,0.12,1.10,0.013,4.0,10.0,0.992460,3.32,0.36,13.500000,4
3902,6.10,0.220,0.38,2.80,0.144,12.0,65.0,0.990800,2.95,0.64,11.400000,6
3903,5.80,0.270,0.26,3.50,0.071,26.0,69.0,0.989940,3.10,0.38,11.500000,6
3904,5.00,0.455,0.18,1.90,0.036,33.0,106.0,0.987460,3.21,0.83,14.000000,7
3905,6.50,0.330,0.30,3.80,0.036,34.0,88.0,0.990280,3.25,0.63,12.500000,7
3906,6.50,0.330,0.30,3.80,0.036,34.0,88.0,0.990280,3.25,0.63,12.500000,7
3907,6.70,0.310,0.30,2.40,0.038,30.0,83.0,0.988670,3.09,0.36,12.800000,7
3908,6.20,0.390,0.24,4.80,0.037,45.0,138.0,0.991740,3.23,0.43,11.200000,7
3909,6.20,0.390,0.24,4.80,0.037,45.0,138.0,0.991740,3.23,0.43,11.200000,7
3910,7.10,0.370,0.30,6.20,0.040,49.0,139.0,0.990210,3.17,0.27,13.600000,6
3911,7.20,0.230,0.82,1.30,0.149,70.0,109.0,0.993040,2.93,0.42,9.200000,6
3912,6.50,0.330,0.30,3.80,0.036,34.0,88.0,0.990280,3.25,0.63,12.500000,7
3913,7.20,0.250,0.32,1.50,0.054,24.0,105.0,0.991540,3.17,0.48,11.100000,6
3914,6.20,0.390,0.24,4.80,0.037,45.0,138.0,0.991740,3.23,0.43,11.200000,7
3915,4.70,0.455,0.18,1.90,0.036,33.0,106.0,0.987460,3.21,0.83,14.000000,7
3916,7.10,0.370,0.30,6.20,0.040,49.0,139.0,0.990210,3.17,0.27,13.600000,6
3917,6.20,0.280,0.51,7.90,0.056,49.0,206.0,0.995600,3.18,0.52,9.400000,5
3918,6.40,0.350,0.28,1.60,0.037,31.0,113.0,0.987790,3.12,0.40,14.200000,7
3919,6.60,0.310,0.28,1.40,0.035,28.0,107.0,0.988360,3.00,0.40,13.200000,6
3920,7.40,0.250,0.37,2.60,0.050,24.0,132.0,0.991380,3.04,0.53,11.200000,6
3921,7.30,0.360,0.34,14.80,0.057,46.0,173.0,0.997510,3.14,0.57,10.200000,5
3922,6.70,0.310,0.30,2.40,0.038,30.0,83.0,0.988670,3.09,0.36,12.800000,7
3923,8.60,0.310,0.30,0.90,0.045,16.0,109.0,0.992490,2.95,0.39,10.100000,5
3924,8.60,0.310,0.30,0.90,0.045,16.0,109.0,0.992490,2.95,0.39,10.100000,5
3925,8.60,0.220,0.33,1.20,0.031,38.0,95.0,0.992390,2.83,0.31,10.300000,5
3926,6.90,0.140,0.29,9.90,0.056,30.0,91.0,0.995120,3.19,0.33,9.900000,6
3927,6.50,0.220,0.31,3.90,0.046,17.0,106.0,0.990980,3.15,0.31,11.500000,5
3928,6.60,0.320,0.47,15.60,0.063,27.0,173.0,0.998720,3.18,0.56,9.000000,5
3929,6.60,0.320,0.47,15.60,0.063,27.0,173.0,0.998720,3.18,0.56,9.000000,5
3930,6.10,0.280,0.26,1.50,0.030,25.0,101.0,0.988940,3.03,0.41,12.100000,6
3931,6.20,0.300,0.28,1.60,0.036,28.0,106.0,0.988245,3.14,0.41,13.300000,6
3932,6.90,0.220,0.28,7.80,0.050,43.0,116.0,0.993260,3.22,0.60,11.500000,8
3933,8.70,0.310,0.21,5.60,0.039,28.0,67.0,0.993280,2.96,0.52,11.000000,4
3934,7.30,0.270,0.30,1.30,0.040,26.0,84.0,0.992220,3.28,0.53,10.700000,6
3935,7.00,0.460,0.20,16.70,0.046,50.0,184.0,0.998980,3.08,0.56,9.400000,5
3936,5.70,0.230,0.25,7.95,0.042,16.0,108.0,0.994860,3.44,0.61,10.300000,6
3937,6.50,0.360,0.36,6.70,0.185,51.5,151.0,0.995280,3.17,0.42,9.300000,5
3938,8.20,0.180,0.38,1.10,0.040,41.0,92.0,0.990620,2.88,0.60,12.000000,6
3939,6.20,0.270,0.32,6.30,0.048,47.0,159.0,0.992820,3.21,0.60,11.000000,6
3940,6.90,0.400,0.37,8.90,0.053,36.0,148.0,0.996000,3.16,0.50,9.300000,5
3941,4.90,0.345,0.34,1.00,0.068,32.0,143.0,0.991380,3.24,0.40,10.100000,5
3942,7.20,0.230,0.39,1.50,0.053,26.0,106.0,0.991660,3.18,0.47,11.100000,6
3943,6.40,0.200,0.15,6.60,0.046,26.0,113.0,0.994080,2.99,0.58,9.900000,6
3944,6.10,0.270,0.32,6.20,0.048,47.0,161.0,0.992810,3.22,0.60,11.000000,6
3945,6.20,0.270,0.32,6.30,0.048,47.0,159.0,0.992820,3.21,0.60,11.000000,6
3946,6.00,0.300,0.33,2.10,0.042,31.0,127.0,0.989640,3.32,0.42,12.500000,6
3947,6.10,0.300,0.32,2.20,0.042,41.0,142.0,0.989520,3.31,0.44,12.700000,7
3948,5.70,0.140,0.30,5.40,0.045,26.0,105.0,0.994690,3.32,0.45,9.300000,5
3949,6.90,0.400,0.37,8.90,0.053,36.0,148.0,0.996000,3.16,0.50,9.300000,5
3950,4.90,0.345,0.34,1.00,0.068,32.0,143.0,0.991380,3.24,0.40,10.100000,5
3951,6.30,0.330,0.20,17.90,0.066,36.0,161.0,0.999100,3.14,0.51,8.800000,5
3952,7.00,0.160,0.30,2.60,0.043,34.0,90.0,0.990470,2.88,0.47,11.200000,6
3953,8.40,0.220,0.30,1.30,0.038,45.0,122.0,0.991780,3.13,0.54,10.800000,7
3954,6.30,0.330,0.20,17.90,0.066,36.0,161.0,0.999100,3.14,0.51,8.800000,5
3955,7.00,0.160,0.30,2.60,0.043,34.0,90.0,0.990470,2.88,0.47,11.200000,6
3956,5.40,0.240,0.18,2.30,0.050,22.0,145.0,0.992070,3.24,0.46,10.300000,5
3957,7.70,0.310,0.36,4.30,0.026,15.0,87.0,0.991520,3.11,0.48,12.000000,5
3958,5.60,0.185,0.19,7.10,0.048,36.0,110.0,0.994380,3.26,0.41,9.500000,6
3959,5.60,0.185,0.19,7.10,0.048,36.0,110.0,0.994380,3.26,0.41,9.500000,6
3960,6.60,0.430,0.24,11.90,0.040,54.0,159.0,0.996220,3.14,0.54,9.800000,6
3961,7.60,0.390,0.46,11.70,0.084,55.0,170.0,0.997730,2.91,0.51,9.000000,5
3962,7.20,0.580,0.27,5.80,0.032,40.0,118.0,0.990880,3.17,0.53,13.000000,7
3963,6.00,0.340,0.32,3.80,0.044,13.0,116.0,0.991080,3.39,0.44,11.800000,7
3964,7.50,0.350,0.48,12.40,0.056,61.0,176.5,0.998030,2.97,0.52,8.800000,5
3965,7.30,0.380,0.23,6.50,0.050,18.0,102.0,0.993040,3.10,0.55,11.200000,4
3966,5.40,0.185,0.19,7.10,0.048,36.0,110.0,0.994380,3.26,0.41,9.500000,6
3967,6.30,0.270,0.51,7.60,0.049,35.0,200.0,0.995480,3.16,0.54,9.400000,4
3968,6.50,0.290,0.52,7.90,0.049,35.0,192.0,0.995510,3.16,0.51,9.500000,6
3969,6.40,0.170,0.30,2.80,0.034,33.0,125.0,0.991520,3.03,0.49,10.400000,6
3970,6.70,0.180,0.31,10.60,0.035,42.0,143.0,0.995720,3.08,0.49,9.800000,7
3971,6.40,0.170,0.30,2.80,0.034,33.0,125.0,0.991520,3.03,0.49,10.400000,6
3972,6.80,0.370,0.67,1.50,0.175,16.0,98.0,0.992440,3.06,0.56,10.300000,6
3973,6.30,0.270,0.51,7.60,0.049,35.0,200.0,0.995480,3.16,0.54,9.400000,4
3974,6.50,0.290,0.52,7.90,0.049,35.0,192.0,0.995510,3.16,0.51,9.500000,6
3975,6.10,0.240,0.26,1.70,0.033,61.0,134.0,0.990300,3.19,0.81,11.900000,7
3976,7.00,0.320,0.29,7.60,0.025,35.0,124.0,0.991620,3.15,0.65,12.800000,7
3977,6.90,0.270,0.25,7.50,0.030,18.0,117.0,0.991160,3.09,0.38,13.000000,6
3978,6.50,0.290,0.53,1.70,0.040,41.0,192.0,0.992200,3.26,0.59,10.400000,7
3979,6.50,0.290,0.52,1.70,0.034,41.0,193.0,0.992230,3.25,0.59,10.400000,6
3980,6.10,0.220,0.25,12.10,0.035,54.0,135.0,0.994810,3.21,0.40,10.700000,5
3981,6.30,0.220,0.27,4.50,0.036,81.0,157.0,0.992800,3.05,0.76,10.700000,7
3982,6.10,0.240,0.26,1.70,0.033,61.0,134.0,0.990300,3.19,0.81,11.900000,7
3983,5.60,0.230,0.25,8.00,0.043,31.0,101.0,0.994290,3.19,0.42,10.400000,6
3984,7.00,0.320,0.29,7.60,0.025,35.0,124.0,0.991620,3.15,0.65,12.800000,7
3985,6.80,0.110,0.27,8.60,0.044,45.0,104.0,0.994540,3.20,0.37,9.900000,6
3986,6.80,0.110,0.27,8.60,0.044,45.0,104.0,0.994540,3.20,0.37,9.900000,6
3987,7.30,0.230,0.41,14.60,0.048,73.0,223.0,0.998630,3.16,0.71,9.400000,6
3988,6.10,0.200,0.17,1.60,0.048,46.0,129.0,0.991000,3.30,0.43,11.400000,6
3989,6.80,0.110,0.27,8.60,0.044,45.0,104.0,0.994540,3.20,0.37,9.900000,6
3990,7.30,0.230,0.41,14.60,0.048,73.0,223.0,0.998630,3.16,0.71,9.400000,6
3991,6.90,0.200,0.41,1.10,0.060,36.0,104.0,0.993170,2.99,0.39,9.200000,5
3992,6.70,0.190,0.32,3.70,0.041,26.0,76.0,0.991730,2.90,0.57,10.500000,7
3993,6.70,0.280,0.34,8.90,0.048,32.0,111.0,0.994550,3.25,0.54,11.000000,7
3994,6.70,0.280,0.34,8.90,0.048,32.0,111.0,0.994550,3.25,0.54,11.000000,7
3995,8.00,0.370,0.31,4.70,0.038,3.0,127.0,0.991860,2.90,0.72,12.100000,5
3996,6.70,0.280,0.34,8.90,0.048,32.0,111.0,0.994550,3.25,0.54,11.000000,7
3997,6.00,0.260,0.29,3.10,0.041,37.0,144.0,0.989440,3.22,0.39,12.800000,7
3998,6.40,0.240,0.49,5.80,0.053,25.0,120.0,0.994200,3.01,0.98,10.500000,6
3999,6.40,0.240,0.49,5.80,0.053,25.0,120.0,0.994200,3.01,0.98,10.500000,6
4000,6.40,0.240,0.49,5.80,0.053,25.0,120.0,0.994200,3.01,0.98,10.500000,6
4001,6.40,0.250,0.57,1.00,0.062,21.0,122.0,0.992380,3.00,0.40,9.500000,5
4002,6.10,0.250,0.48,15.80,0.052,25.0,94.0,0.997820,3.07,0.45,9.200000,6
4003,6.80,0.140,0.35,1.50,0.047,40.0,117.0,0.991110,3.07,0.72,11.100000,6
4004,6.50,0.380,0.26,5.20,0.042,33.0,112.0,0.990670,3.06,0.50,12.300000,7
4005,6.80,0.140,0.35,1.50,0.047,40.0,117.0,0.991110,3.07,0.72,11.100000,6
4006,5.40,0.150,0.32,2.50,0.037,10.0,51.0,0.988780,3.04,0.58,12.600000,6
4007,6.40,0.250,0.57,1.00,0.062,21.0,122.0,0.992380,3.00,0.40,9.500000,5
4008,6.10,0.250,0.48,15.80,0.052,25.0,94.0,0.997820,3.07,0.45,9.200000,6
4009,6.80,0.220,0.32,5.90,0.054,40.0,152.0,0.993800,3.20,0.57,10.800000,6
4010,7.20,0.210,0.29,3.10,0.044,39.0,122.0,0.991430,3.00,0.60,11.300000,6
4011,6.00,0.260,0.29,3.10,0.041,37.0,144.0,0.989440,3.22,0.39,12.800000,7
4012,6.40,0.240,0.49,5.80,0.053,25.0,120.0,0.994200,3.01,0.98,10.500000,6
4013,6.50,0.460,0.24,11.50,0.051,56.0,171.0,0.995880,3.08,0.56,9.800000,6
4014,6.50,0.180,0.48,18.00,0.054,56.0,183.0,1.000380,2.98,0.61,8.500000,6
4015,6.20,0.320,0.12,4.80,0.054,6.0,97.0,0.994240,3.16,0.50,9.300000,5
4016,7.20,0.400,0.24,8.50,0.055,45.0,151.0,0.996260,3.20,0.52,9.200000,5
4017,5.90,0.230,0.24,1.60,0.037,32.0,115.0,0.990760,3.21,0.51,11.400000,6
4018,6.40,0.180,0.48,18.00,0.054,56.0,183.0,1.000380,2.98,0.61,8.500000,6
4019,6.20,0.320,0.12,4.80,0.054,6.0,97.0,0.994240,3.16,0.50,9.300000,5
4020,6.40,0.370,0.12,5.90,0.056,6.0,91.0,0.995360,3.06,0.46,8.400000,4
4021,7.00,0.230,0.42,1.10,0.062,35.0,100.0,0.993180,3.04,0.40,9.200000,5
4022,7.20,0.400,0.24,8.50,0.055,45.0,151.0,0.996260,3.20,0.52,9.200000,5
4023,7.60,0.190,0.37,13.10,0.033,52.0,151.0,0.997260,3.18,0.79,10.400000,6
4024,6.00,0.280,0.27,4.10,0.046,50.0,147.0,0.991260,3.27,0.56,11.600000,6
4025,6.20,0.320,0.45,2.90,0.029,37.0,94.0,0.989980,3.25,0.60,12.400000,6
4026,7.60,0.190,0.37,13.10,0.033,52.0,151.0,0.997260,3.18,0.79,10.400000,6
4027,6.40,0.260,0.26,1.10,0.052,22.0,176.0,0.993040,3.09,0.54,9.300000,5
4028,5.90,0.250,0.27,1.50,0.029,37.0,81.0,0.989200,3.20,0.46,12.200000,6
4029,6.10,0.280,0.30,7.75,0.031,33.0,139.0,0.992960,3.22,0.46,11.000000,6
4030,6.90,0.190,0.38,1.15,0.023,30.0,105.0,0.990470,3.11,0.38,11.400000,5
4031,6.40,0.290,0.57,1.00,0.060,15.0,120.0,0.992400,3.06,0.41,9.500000,5
4032,6.80,0.270,0.22,17.80,0.034,16.0,116.0,0.998900,3.07,0.53,9.200000,5
4033,7.50,0.260,0.38,5.70,0.021,23.0,125.0,0.993380,3.13,0.62,11.100000,6
4034,6.80,0.270,0.22,17.80,0.034,16.0,116.0,0.998900,3.07,0.53,9.200000,5
4035,6.40,0.200,0.22,7.40,0.032,53.0,172.0,0.994040,3.24,0.58,11.000000,6
